mah_id,mah_name,ilce_name,current_score,future_potential_score,predicted_score_5y,score_change_5y,future_class,growth_built_growth,growth_ntl_growth,growth_poi_vitality,growth_accessibility,growth_pop_dynamics,growth_urban_form,risk_flood_risk,risk_noise_risk,risk_heat_risk,risk_low_green,risk_overcrowding
serik_eminceler,EMİNCELER,Serik,22.943143068852397,45.07,22.45,-0.49,Orta Potansiyel,59.65,64.69,53.84,61.73,21.93,54.06,98.25,64.14,64.47,89.14,49.45
serik_eskiyuruk,ESKİYÜRÜK,Serik,19.040400296446222,30.04,17.04,-2.0,Dusuk Potansiyel,68.2,49.12,43.75,35.31,31.58,46.49,85.2,53.18,97.04,70.61,57.24
serik_gebiz,GEBİZ,Serik,34.61560415107936,50.88,34.79,0.18,Orta Potansiyel,49.89,61.51,57.02,32.13,73.36,53.73,57.79,52.85,90.46,51.43,43.42
serik_gedik,GEDİK,Serik,18.80144551512789,47.92,18.59,-0.21,Orta Potansiyel,42.11,83.33,3.78,51.32,99.56,33.88,83.55,17.65,88.38,66.23,28.29
serik_gokcepinar,GÖKÇEPINAR,Serik,11.336136733563327,47.48,11.08,-0.25,Orta Potansiyel,34.98,50.33,25.77,30.26,60.42,33.22,11.84,45.29,31.69,19.85,22.81
serik_haciosmanlar,HACIOSMANLAR,Serik,7.252705707914805,35.2,5.77,-1.48,Dusuk Potansiyel,42.0,35.31,12.5,36.18,78.84,54.93,34.21,17.65,85.53,23.9,27.08
serik_hasdumen,HASDÜMEN,Serik,11.759224091131632,22.26,8.99,-2.77,Risk Altinda,2.96,18.09,21.93,17.0,100.0,14.69,12.06,17.65,3.29,28.84,1.64
serik_haskiziloren,HASKIZILÖREN,Serik,16.635851871914145,31.25,14.76,-1.88,Dusuk Potansiyel,13.49,11.29,32.35,27.85,90.02,31.03,6.8,17.65,10.42,23.14,10.31
serik_haspinar,HASPINAR,Serik,1.831060044474479,29.61,0.0,-1.83,Dusuk Potansiyel,7.02,34.43,17.87,21.49,95.29,23.57,17.43,17.65,33.55,6.14,5.04
serik_kadriye,KADRİYE,Serik,60.507775118374994,86.73,67.85,7.35,Yuksek Potansiyel,88.82,91.01,76.1,72.26,36.29,75.0,92.87,77.19,55.59,64.91,73.25
serik_karadayi,KARADAYI,Serik,33.36293550764567,39.8,32.34,-1.02,Dusuk Potansiyel,65.57,56.36,51.1,46.6,17.11,58.66,89.69,49.78,76.43,71.16,63.16
serik_karincali,KARINCALI,Serik,15.202928094832256,34.1,13.61,-1.59,Dusuk Potansiyel,71.16,60.53,43.64,38.27,20.39,47.92,99.12,52.41,75.0,88.6,53.95
serik_kayaburnu,KAYABURNU,Serik,29.025426241544555,58.55,30.74,1.71,Orta Potansiyel,90.24,58.22,58.33,61.51,4.06,62.83,74.34,52.96,88.82,70.18,71.49
serik_kirbas,KIRBAŞ,Serik,8.874314306871604,10.42,4.92,-3.96,Risk Altinda,45.07,29.82,13.71,22.81,29.28,40.79,63.71,17.65,81.8,52.74,36.07
serik_kozan,KOZAN,Serik,12.487583395067569,15.79,9.07,-3.42,Risk Altinda,25.44,27.08,17.65,14.14,58.66,15.68,33.33,17.65,44.96,18.42,17.54
serik_kozagaci,KOZAĞACI,Serik,34.40559673818205,49.67,34.37,-0.03,Orta Potansiyel,90.79,50.77,63.93,58.55,8.77,58.22,96.49,66.45,80.37,83.11,73.03
serik_kuslar,KUŞLAR,Serik,8.374833209764086,32.24,6.6,-1.78,Dusuk Potansiyel,67.65,65.79,3.78,39.91,19.19,55.81,83.33,17.65,87.28,69.63,53.18
serik_kokez,KÖKEZ,Serik,44.21471460323574,86.4,51.5,7.28,Yuksek Potansiyel,77.41,86.95,81.47,79.17,68.31,86.29,78.4,81.47,84.1,81.8,81.69
serik_kurus,KÜRÜŞ,Serik,38.235693105845854,53.18,38.87,0.64,Orta Potansiyel,72.48,53.51,65.46,68.53,26.32,65.68,91.23,72.04,67.76,81.69,64.69
serik_merkez,MERKEZ,Serik,45.50315048166099,66.45,48.79,3.29,Orta Potansiyel,87.39,35.96,84.1,81.47,62.5,81.47,91.01,83.88,80.81,87.94,81.03
serik_nebiler,NEBİLER,Serik,13.117605633759492,32.68,11.39,-1.73,Dusuk Potansiyel,71.05,58.66,43.42,32.68,23.79,31.36,83.66,50.88,84.87,70.94,52.3
serik_orta,ORTA,Serik,46.43684210508382,88.49,54.13,7.7,Yuksek Potansiyel,92.98,85.2,85.86,77.19,54.5,82.13,76.75,83.22,90.35,81.58,81.14
serik_pinarcik,PINARCIK,Serik,21.755744996210908,35.64,20.32,-1.44,Dusuk Potansiyel,66.56,53.4,39.91,34.76,32.35,47.48,83.0,17.65,82.24,69.85,56.8
serik_sariabali,SARIABALI,Serik,26.520088954677178,44.52,25.97,-0.55,Dusuk Potansiyel,60.53,33.66,49.34,50.44,53.51,52.52,64.25,43.42,65.02,52.3,47.48
serik_tekke,TEKKE,Serik,23.50789473675212,49.12,23.42,-0.09,Orta Potansiyel,68.31,73.68,41.34,41.01,37.06,37.94,71.71,46.38,91.67,63.16,52.85
serik_tonguslu,TÖNGÜŞLÜ,Serik,24.521608598867477,42.11,23.73,-0.79,Dusuk Potansiyel,57.79,67.21,45.5,26.64,50.11,27.41,52.3,43.09,97.15,56.8,44.08
serik_yankoy,YANKÖY,Serik,25.288991845714342,28.62,23.15,-2.14,Dusuk Potansiyel,60.09,44.85,39.8,44.08,40.24,45.72,83.44,46.27,91.01,77.96,49.78
serik_yeni,YENİ,Serik,45.03261675297449,49.23,44.96,-0.08,Orta Potansiyel,78.84,3.51,88.71,84.76,52.19,88.6,77.3,88.16,81.69,90.02,87.39
serik_yesilyurt,YEŞİLYURT,Serik,24.195811712286087,53.62,24.92,0.72,Orta Potansiyel,76.32,65.68,48.68,51.75,27.3,64.69,82.46,63.05,84.54,65.46,57.35
serik_yukarikocayatak,YUKARIKOCAYATAK,Serik,36.72249814662298,56.36,37.99,1.27,Orta Potansiyel,85.2,68.86,61.29,58.22,10.96,60.86,87.61,68.97,93.09,76.64,70.29
serik_yukaricatma,YUKARIÇATMA,Serik,6.485322461067938,17.43,3.23,-3.26,Risk Altinda,88.6,3.84,3.78,29.06,44.74,46.38,62.06,17.65,90.68,55.7,57.79
serik_yumaklar,YUMAKLAR,Serik,23.292028395685108,32.02,21.49,-1.8,Dusuk Potansiyel,26.75,43.42,17.11,10.2,80.81,12.17,13.93,36.4,28.73,10.86,17.43
serik_zirlankaya,ZIRLANKAYA,Serik,19.96727205329852,46.93,19.66,-0.31,Orta Potansiyel,65.24,62.94,34.98,44.85,39.36,48.57,72.7,17.65,91.12,59.43,55.7
serik_cakallik,ÇAKALLIK,Serik,31.509191993941077,42.54,30.76,-0.75,Dusuk Potansiyel,84.65,53.18,49.56,58.77,11.51,59.32,96.71,64.36,88.49,79.82,69.74
serik_canakci,ÇANAKÇI,Serik,19.518309859082883,17.87,16.31,-3.21,Risk Altinda,70.5,57.24,21.49,26.1,32.68,33.33,97.15,69.52,93.31,87.83,53.84
serik_candir,ÇANDIR,Serik,36.2809117863575,52.74,36.83,0.55,Orta Potansiyel,78.95,71.6,62.72,50.88,11.84,55.59,97.26,58.55,78.07,86.07,63.71
serik_catallar,ÇATALLAR,Serik,9.084321719768912,33.77,7.46,-1.62,Dusuk Potansiyel,53.51,59.1,35.31,32.79,41.12,41.45,80.37,17.65,82.13,59.98,43.53
serik_urundu,ÜRÜNDÜ,Serik,27.265900667053184,50.33,27.33,0.07,Orta Potansiyel,72.15,66.23,38.71,48.25,10.64,60.2,78.51,17.65,78.51,65.68,63.38
serik_satirli,ŞATIRLI,Serik,28.60541141574994,48.03,28.41,-0.2,Orta Potansiyel,78.51,62.39,35.09,45.61,29.93,53.07,82.79,58.0,81.58,58.66,58.99
ibradi_aydinyayla,AYDINYAYLA,İbradı,4.561177428096951,19.63,1.52,-3.04,Risk Altinda,15.79,21.27,19.08,22.04,74.01,6.47,32.35,17.65,7.57,12.17,13.49
ibradi_asagi,AŞAĞI,İbradı,27.394827274317898,56.58,28.71,1.32,Orta Potansiyel,44.3,26.75,57.68,50.77,64.04,49.01,27.3,53.95,16.23,21.82,38.71
ibradi_duzlen,DÜZLEN,İbradı,0.0,3.62,0.0,0.0,Risk Altinda,1.43,21.6,3.78,26.75,33.5,12.5,24.89,17.65,41.89,20.39,0.71
akseki_kuyucak,KUYUCAK,Akseki,15.856483993456584,7.89,11.65,-4.21,Risk Altinda,31.91,12.94,16.67,7.68,14.36,8.99,27.96,17.65,2.41,28.51,22.92
ibradi_ormana,ORMANA,İbradı,27.30018990770566,32.51,25.55,-1.75,Dusuk Potansiyel,30.92,20.39,32.79,27.74,60.31,33.0,28.4,36.62,5.26,9.98,25.66
manavgat_sirtkoy,SIRTKÖY,Manavgat,8.417209260246727,31.69,6.59,-1.83,Dusuk Potansiyel,6.14,44.52,15.13,20.39,93.53,17.54,8.55,17.65,34.87,11.4,4.93
ibradi_yukari,YUKARI,İbradı,25.20889853494732,44.85,24.69,-0.52,Dusuk Potansiyel,25.22,22.59,38.49,43.42,78.62,25.66,20.83,17.65,7.79,8.0,22.37
ibradi_cukurviran,ÇUKURVİRAN,İbradı,4.349633749312799,11.51,0.5,-3.85,Risk Altinda,14.14,15.35,8.77,11.07,80.7,23.46,34.76,17.65,19.96,23.36,10.86
ibradi_uzumdere,ÜZÜMDERE,İbradı,9.59368782779724,30.59,7.65,-1.94,Dusuk Potansiyel,18.97,10.53,36.73,41.45,88.6,11.29,25.11,17.65,28.29,0.55,10.53
kemer_goynuk,GÖYNÜK,Kemer,53.15411147891096,85.75,60.3,7.15,Yuksek Potansiyel,69.52,77.63,75.77,72.81,49.89,78.62,60.53,75.66,42.65,49.78,70.72
kemer_arslanbucak,ARSLANBUCAK,Kemer,36.9605263157223,78.62,42.68,5.72,Yuksek Potansiyel,73.68,45.18,74.12,75.88,66.45,70.18,50.33,73.14,39.58,41.34,66.67
konyaalti_hisarcandir,HİSARÇANDIR,Konyaaltı,28.786557243568232,57.02,30.19,1.4,Orta Potansiyel,24.45,41.78,37.28,42.32,84.98,43.2,11.51,38.93,14.25,13.49,16.01
gundogmus_balkaya,BALKAYA,Gündoğmuş,11.688709531536915,26.75,9.36,-2.32,Dusuk Potansiyel,7.79,25.44,21.71,24.01,88.05,2.63,4.71,17.65,7.35,24.45,12.83
gundogmus_calti,ÇALTI,Gündoğmuş,9.35802134199557,23.03,6.66,-2.7,Risk Altinda,8.0,25.33,25.11,15.13,81.91,8.44,3.51,17.65,1.86,45.39,13.71
alanya_dere,DERE,Alanya,22.06545035264172,52.96,22.66,0.59,Orta Potansiyel,26.86,58.88,28.18,16.23,77.19,27.74,18.2,17.65,2.96,14.47,23.14
alanya_ugurlu,UĞURLU,Alanya,6.041983179586017,22.59,3.3,-2.74,Risk Altinda,8.99,39.69,8.22,13.49,81.03,2.3,2.96,17.65,0.99,59.76,12.39
kas_yaylakilincli,YAYLAKILINÇLI,Kaş,22.13596491223644,42.65,21.4,-0.73,Dusuk Potansiyel,50.77,62.83,40.13,23.03,39.04,36.62,53.95,43.53,47.7,51.1,37.5
kas_gombe,GÖMBE,Kaş,32.126672996863974,74.67,37.06,4.93,Yuksek Potansiyel,53.18,76.86,61.62,48.36,74.23,38.93,46.38,50.99,31.91,43.86,42.11
kas_cesme,ÇEŞME,Kaş,3.4088216675639544,12.83,0.0,-3.41,Risk Altinda,33.55,23.57,3.78,3.73,36.51,2.74,20.5,17.65,14.04,19.08,18.31
elmali_afsar,AFŞAR,Elmalı,15.644940314672432,12.06,11.85,-3.79,Risk Altinda,42.76,28.73,12.39,8.99,18.09,16.45,41.56,50.0,10.53,33.44,38.27
kas_ortabag,ORTABAĞ,Kaş,12.86518809908743,12.28,9.09,-3.77,Risk Altinda,26.1,11.95,7.89,11.95,64.14,2.41,22.59,17.65,14.91,14.36,15.9
ibradi_baslar,BAŞLAR,İbradı,14.32557876647465,3.51,9.68,-4.65,Risk Altinda,21.16,12.83,14.8,1.75,39.91,6.8,42.11,17.65,9.98,38.82,16.12
serik_etler,ETLER,Serik,21.14505335499473,6.91,16.84,-4.31,Risk Altinda,1.43,14.25,29.61,13.16,33.5,1.54,13.38,17.65,9.32,22.92,0.71
akseki_bogaz,BOĞAZ,Akseki,24.804372400023027,40.13,23.82,-0.99,Dusuk Potansiyel,35.53,29.71,36.4,46.93,15.57,25.88,12.28,41.67,1.54,6.58,37.06
konyaalti_liman,LİMAN,Konyaaltı,65.82643487840707,79.39,71.7,5.88,Yuksek Potansiyel,56.36,70.72,73.14,68.31,42.65,66.89,47.48,73.46,21.38,34.98,67.54
kemer_beldibi,BELDİBİ,Kemer,40.50889547796543,70.5,44.61,4.1,Yuksek Potansiyel,57.68,47.7,70.07,66.89,40.68,67.11,44.63,65.13,22.81,28.18,59.1
kepez_duraliler,DURALİLER,Kepez,44.76635526295992,64.36,47.64,2.87,Orta Potansiyel,79.82,18.86,71.71,71.93,71.6,69.19,73.03,75.88,49.56,34.87,63.6
gazipasa_sahinler,ŞAHİNLER,Gazipaşa,10.488108156968885,4.71,5.96,-4.53,Risk Altinda,21.82,14.8,16.12,13.71,30.92,23.14,42.32,35.86,14.47,57.02,14.69
dosemealti_yenikoy,YENİKÖY,Döşemealtı,66.60293421010395,82.68,73.14,6.54,Yuksek Potansiyel,88.49,84.65,77.85,78.95,57.68,81.8,95.72,80.48,99.23,77.52,75.33
dosemealti_komurculer,KÖMÜRCÜLER,Döşemealtı,52.03113157867844,75.66,57.16,5.13,Yuksek Potansiyel,95.94,89.47,75.99,73.68,15.68,76.32,95.29,87.28,99.01,83.33,80.04
dosemealti_ciplakli,ÇIPLAKLI,Döşemealtı,52.640249999724674,71.93,57.03,4.39,Yuksek Potansiyel,96.16,69.85,75.33,75.44,25.0,78.51,95.18,83.0,98.9,77.19,76.1
kepez_baskoy,BAŞKÖY,Kepez,23.746849518070448,33.88,22.14,-1.61,Dusuk Potansiyel,48.14,59.54,50.66,55.04,35.2,52.74,94.52,62.94,94.63,52.63,50.55
korkuteli_kucuklu,KÜÇÜKLÜ,Korkuteli,19.825691806796943,38.82,18.71,-1.12,Dusuk Potansiyel,38.38,20.5,37.5,50.22,64.69,69.41,41.45,17.65,58.66,42.76,37.17
kemer_yeni,YENİ,Kemer,46.67973923832656,80.04,52.69,6.01,Yuksek Potansiyel,58.55,66.34,75.88,72.04,42.87,73.9,47.81,72.15,37.83,29.93,65.24
kemer_merkez,MERKEZ,Kemer,54.289907560582726,81.36,60.56,6.27,Yuksek Potansiyel,64.36,83.99,82.35,72.92,19.3,77.41,61.29,83.55,41.56,50.33,76.64
