mah_id,mah_name,ilce_name,current_score,future_potential_score,predicted_score_5y,score_change_5y,future_class,growth_built_growth,growth_ntl_growth,growth_poi_vitality,growth_accessibility,growth_pop_dynamics,growth_urban_form,risk_flood_risk,risk_noise_risk,risk_heat_risk,risk_low_green,risk_overcrowding
kas_yesilkoy,YEŞİLKÖY,Kaş,55.55433957455615,69.96,59.55,3.99,Orta Potansiyel,61.62,72.26,65.57,57.57,40.13,61.4,63.16,67.43,42.54,46.71,62.39
kas_yuvacik,YUVACIK,Kaş,10.58274552358112,31.03,8.69,-1.9,Dusuk Potansiyel,8.44,33.55,20.5,15.57,98.14,9.43,22.81,17.65,1.97,3.62,3.18
kas_camlikoy,ÇAMLIKÖY,Kaş,9.005448544021984,18.97,5.9,-3.1,Risk Altinda,12.17,17.76,11.62,15.68,94.3,15.24,19.63,17.65,10.64,30.04,6.8
kas_camliova,ÇAMLIOVA,Kaş,9.499050461185009,27.63,7.26,-2.24,Dusuk Potansiyel,22.7,37.61,18.2,14.47,59.98,5.04,27.63,17.65,1.75,17.32,15.79
kas_cataloluk,ÇATALOLUK,Kaş,4.702206547286385,21.27,1.83,-2.87,Risk Altinda,6.36,38.93,10.86,11.4,97.81,19.19,26.97,43.97,31.14,7.13,2.96
kas_cavdir,ÇAVDIR,Kaş,35.17157894706445,62.72,37.72,2.54,Orta Potansiyel,70.18,66.12,60.09,50.55,14.91,48.9,52.08,64.69,45.07,52.19,68.2
kas_caykoy,ÇAYKÖY,Kaş,49.324519230479424,61.62,51.65,2.32,Orta Potansiyel,63.05,76.21,52.19,48.46,25.66,32.46,56.14,57.68,44.85,39.69,61.4
kas_cerler,ÇERLER,Kaş,3.7613944655375415,18.31,0.59,-3.17,Risk Altinda,25.88,22.92,3.78,12.17,93.75,22.59,37.94,17.65,34.54,28.29,7.89
kas_cukurbag,ÇUKURBAĞ,Kaş,26.255471152055406,68.42,29.94,3.68,Orta Potansiyel,36.95,56.69,47.26,53.29,93.09,52.08,35.2,51.64,33.44,21.6,17.87
kas_uzumlu,ÜZÜMLÜ,Kaş,31.389989148067944,68.31,35.05,3.66,Orta Potansiyel,30.48,54.06,52.08,52.3,93.31,46.16,42.76,48.57,8.33,8.99,18.09
kas_ikizce,İKİZCE,Kaş,14.5371224452588,55.37,15.61,1.07,Orta Potansiyel,24.56,60.96,35.64,25.0,92.0,28.4,28.07,45.61,11.29,22.15,10.96
kas_islamlar,İSLAMLAR,Kaş,61.91571777962564,77.85,67.49,5.57,Yuksek Potansiyel,42.54,47.15,61.07,54.17,91.12,58.77,12.94,60.96,8.44,17.21,28.95
kemer_beycik,BEYCİK,Kemer,25.446418882206824,62.28,27.9,2.46,Orta Potansiyel,38.27,31.25,40.57,45.5,80.48,57.13,11.07,38.71,8.0,23.46,20.18
kemer_kuzdere,KUZDERE,Kemer,34.38123982630577,73.68,39.12,4.74,Yuksek Potansiyel,45.83,55.15,55.48,60.86,77.85,56.58,35.64,61.95,14.36,16.89,42.76
kemer_kiris,KİRİŞ,Kemer,39.673013244975536,78.07,45.29,5.61,Yuksek Potansiyel,64.58,87.06,75.0,72.37,11.18,73.14,70.5,74.01,41.34,45.18,72.15
kemer_ovacik,OVACIK,Kemer,8.628752939030878,35.42,7.17,-1.46,Dusuk Potansiyel,18.31,25.77,30.04,48.03,36.07,49.45,9.21,36.18,15.24,11.95,16.56
kemer_tekirova,TEKİROVA,Kemer,52.82388663935947,46.6,52.48,-0.34,Orta Potansiyel,53.84,16.01,63.27,47.7,31.69,63.05,42.0,57.46,20.94,28.95,50.77
kemer_ulupinar,ULUPINAR,Kemer,32.291824923070926,43.75,31.67,-0.63,Dusuk Potansiyel,23.57,17.65,63.05,49.23,82.68,55.26,37.39,60.2,32.35,15.79,23.03
kemer_camyuva,ÇAMYUVA,Kemer,48.7622009561004,76.1,53.98,5.22,Yuksek Potansiyel,62.72,74.89,73.79,70.29,37.94,76.54,64.69,72.7,49.23,48.79,70.18
kepez_ahatli,AHATLI,Kepez,84.28105431743593,74.45,89.17,4.89,Yuksek Potansiyel,53.95,66.01,83.55,80.92,76.21,82.46,59.32,82.46,86.07,55.26,78.84
kepez_aktoprak,AKTOPRAK,Kepez,57.7013552628312,79.82,63.67,5.96,Yuksek Potansiyel,81.47,86.4,73.68,68.97,11.95,74.78,55.59,74.23,90.24,39.91,83.33
kepez_altiayak,ALTIAYAK,Kepez,47.15578947346071,78.18,52.79,5.64,Yuksek Potansiyel,98.79,89.91,74.45,73.14,0.22,73.79,77.85,83.11,95.39,70.39,89.58
kepez_altinova_duden,ALTINOVA DÜDEN,Kepez,48.60922368397397,80.37,54.68,6.07,Yuksek Potansiyel,97.37,84.1,80.37,82.02,2.08,76.21,84.87,80.15,81.91,82.02,89.36
kepez_altinova_orta,ALTINOVA ORTA,Kepez,61.07382894700366,84.1,67.89,6.82,Yuksek Potansiyel,99.23,70.83,85.64,87.5,55.37,83.88,90.79,88.82,94.3,84.76,85.42
kepez_altinova_sinan,ALTINOVA SİNAN,Kepez,58.31047368387743,83.33,64.98,6.67,Yuksek Potansiyel,98.9,91.34,85.75,82.79,6.47,81.14,90.57,88.6,88.93,87.17,86.4
kepez_ataturk,ATATÜRK,Kepez,69.51693570620196,96.49,78.82,9.3,Yuksek Potansiyel,89.47,91.56,90.9,95.61,60.2,91.89,69.08,89.14,87.17,91.56,93.2
kepez_avni_tolunay,AVNİ TOLUNAY,Kepez,53.60909906169036,81.47,59.9,6.29,Yuksek Potansiyel,93.64,48.46,83.0,85.09,56.25,81.91,72.37,91.34,69.52,56.69,78.07
kepez_ayanoglu,AYANOĞLU,Kepez,88.85434926713724,89.04,95.0,6.15,Yuksek Potansiyel,96.05,97.59,86.51,88.82,12.17,89.91,79.39,88.71,98.14,82.13,96.16
kepez_aydogmus,AYDOĞMUŞ,Kepez,69.18052631534138,89.25,77.03,7.85,Yuksek Potansiyel,94.08,96.16,80.48,80.7,12.83,86.62,68.86,82.02,90.9,61.18,92.21
kepez_baraj,BARAJ,Kepez,66.04085526274187,86.84,73.41,7.37,Yuksek Potansiyel,89.04,98.03,82.02,86.18,21.49,90.13,85.53,87.94,96.82,72.26,88.82
kepez_baris,BARIŞ,Kepez,67.21205263115019,97.15,76.64,9.43,Yuksek Potansiyel,90.13,95.72,87.5,94.08,50.66,92.43,49.01,93.53,93.75,89.47,91.01
kepez_beskonaklilar,BEŞKONAKLILAR,Kepez,49.26538157870437,90.13,57.29,8.03,Yuksek Potansiyel,81.25,98.9,83.77,86.73,54.06,88.05,86.18,88.38,87.83,79.93,83.0
kepez_demirel,DEMİREL,Kepez,54.51464473654754,85.64,61.64,7.13,Yuksek Potansiyel,94.41,94.74,81.25,87.06,7.79,85.2,86.51,84.21,96.49,69.96,90.79
kepez_duaci,DUACI,Kepez,48.724342104750384,72.92,53.31,4.58,Yuksek Potansiyel,61.95,87.28,68.31,70.72,21.38,74.34,71.6,69.85,78.95,37.39,67.98
kepez_dudenbasi,DÜDENBAŞI,Kepez,90.94781287198478,95.18,95.0,4.05,Yuksek Potansiyel,75.99,99.89,89.36,95.94,66.56,92.32,75.77,91.01,81.25,92.43,91.89
kepez_emek,EMEK,Kepez,85.16573547091542,90.57,93.28,8.11,Yuksek Potansiyel,75.11,93.64,93.75,97.81,65.24,93.09,87.28,93.86,85.86,99.23,93.31
kepez_erenkoy,ERENKÖY,Kepez,87.40056602577164,99.45,95.0,7.6,Yuksek Potansiyel,93.31,98.46,92.0,92.21,70.72,97.48,37.5,93.2,92.65,93.75,89.69
kepez_esentepe,ESENTEPE,Kepez,56.48311842073872,99.12,66.31,9.82,Yuksek Potansiyel,85.96,97.15,88.82,89.36,78.4,96.38,45.07,86.07,85.64,84.43,85.75
kepez_fabrikalar,FABRİKALAR,Kepez,81.90686466994745,90.35,89.98,8.07,Yuksek Potansiyel,86.18,92.0,89.69,89.04,44.08,87.94,75.22,94.85,87.06,87.28,86.84
kepez_fatih,FATİH,Kepez,59.34055263123327,85.31,66.4,7.06,Yuksek Potansiyel,52.96,90.9,87.39,89.8,53.73,96.27,51.75,86.4,87.72,76.43,87.61
aksu_fettahli,FETTAHLI,Aksu,42.09131578906005,69.85,46.06,3.97,Orta Potansiyel,93.97,73.03,69.63,67.21,4.28,64.04,70.72,74.89,88.05,70.83,74.34
kepez_fevzi_cakmak,FEVZİ ÇAKMAK,Kepez,69.6955657890193,88.71,77.44,7.74,Yuksek Potansiyel,83.22,96.93,82.57,82.89,18.75,86.51,52.74,81.25,97.26,68.31,88.16
kepez_gazi,GAZİ,Kepez,81.54352547736241,91.78,89.9,8.36,Yuksek Potansiyel,97.81,95.29,86.73,94.96,15.02,93.86,75.99,85.53,96.71,88.82,99.78
kepez_gaziler,GAZİLER,Kepez,51.24894736787488,72.81,55.81,4.56,Yuksek Potansiyel,97.26,88.6,70.39,66.67,0.33,61.07,81.58,78.51,94.74,68.75,85.96
kepez_goksu,GÖKSU,Kepez,66.56453504396605,94.41,75.45,8.88,Yuksek Potansiyel,93.75,95.83,83.88,86.51,58.44,84.54,93.53,83.99,79.71,84.1,79.28
kepez_gocerler,GÖÇERLER,Kepez,55.217842104962095,97.26,64.67,9.45,Yuksek Potansiyel,83.0,95.94,79.39,83.22,63.93,81.03,47.59,77.08,87.5,46.16,76.75
kepez_gulveren,GÜLVEREN,Kepez,64.23565121395592,85.09,71.25,7.02,Yuksek Potansiyel,50.66,92.32,93.2,98.46,66.67,92.11,76.64,89.47,77.3,94.41,88.49
kepez_gundogdu,GÜNDOĞDU,Kepez,90.56925129374017,82.13,95.0,4.43,Yuksek Potansiyel,40.24,97.48,92.54,98.14,63.82,98.57,63.82,93.42,89.8,99.89,94.85
kepez_gunes,GÜNEŞ,Kepez,94.03798862474122,96.6,95.0,0.96,Yuksek Potansiyel,87.06,99.67,91.01,97.59,61.73,95.39,81.36,92.21,95.07,92.21,88.27
kepez_habibler,HABİBLER,Kepez,90.81364093205408,90.46,95.0,4.19,Yuksek Potansiyel,95.61,96.71,85.09,87.83,12.61,92.0,68.2,87.5,97.81,80.59,95.39
kepez_husnu_karakas,HÜSNÜ KARAKAŞ,Kepez,94.1993942430001,92.65,95.0,0.8,Yuksek Potansiyel,99.01,98.36,88.38,89.58,23.46,92.54,86.4,87.72,97.59,86.62,96.6
kepez_kanal,KANAL,Kepez,86.18121991060853,87.28,93.64,7.46,Yuksek Potansiyel,55.59,96.38,91.23,93.97,70.07,97.26,67.0,91.23,91.45,96.93,88.6
kepez_karsiyaka,KARŞIYAKA,Kepez,92.78272738345848,38.27,91.61,-1.17,Dusuk Potansiyel,48.46,3.4,90.02,97.48,60.86,94.74,72.92,91.67,86.29,98.9,94.3
kepez_kazim_karabekir,KAZIM KARABEKİR,Kepez,47.670828947138624,100.0,57.67,10.0,Yuksek Potansiyel,88.05,96.6,80.92,89.47,61.62,95.61,0.11,17.65,80.48,67.87,85.2
kepez_kepez,KEPEZ,Kepez,61.824065789102384,94.52,70.73,8.9,Yuksek Potansiyel,72.37,99.01,82.79,83.55,67.76,84.87,56.91,88.27,75.66,77.63,80.26
kepez_kizilli,KIZILLI,Kepez,28.395404002852622,29.5,26.34,-2.05,Dusuk Potansiyel,45.61,68.31,23.46,42.21,8.55,48.46,73.79,43.75,83.0,45.29,48.36
kepez_kuzeyyaka,KUZEYYAKA,Kepez,92.50968696993844,88.16,95.0,2.49,Yuksek Potansiyel,86.73,95.5,91.67,94.74,21.6,95.07,80.04,91.78,91.34,97.15,100.0
kepez_kultur,KÜLTÜR,Kepez,93.4256256507948,71.27,95.0,1.57,Yuksek Potansiyel,4.82,97.37,94.85,96.49,67.21,95.5,49.45,91.56,86.4,96.6,90.57
kepez_kutukcu,KÜTÜKÇÜ,Kepez,62.43318421014861,98.36,72.1,9.67,Yuksek Potansiyel,92.87,91.23,85.53,84.54,64.47,83.11,31.47,85.42,96.27,68.86,85.86
kepez_kirisciler,KİRİŞÇİLER,Kepez,34.22453669370576,55.7,35.36,1.14,Orta Potansiyel,54.61,82.46,56.8,61.62,19.41,65.13,77.74,65.35,98.79,49.67,59.43
kepez_mehmet_akif_ersoy,MEHMET AKİF ERSOY,Kepez,90.77554145539251,91.89,95.0,4.22,Yuksek Potansiyel,74.23,100.0,90.35,95.07,69.3,91.67,86.29,94.08,93.97,94.08,89.8
kepez_menderes,MENDERES,Kepez,46.640749999782784,69.63,50.57,3.93,Orta Potansiyel,98.36,60.42,78.84,81.58,9.87,70.61,88.05,81.03,91.23,73.57,80.37
kepez_odabasi,ODABAŞI,Kepez,32.00118421027686,65.9,35.18,3.18,Orta Potansiyel,56.58,90.57,64.14,65.24,47.48,70.29,89.91,70.72,99.45,62.94,56.03
kepez_santral,SANTRAL,Kepez,38.39053947354477,86.07,45.61,7.21,Yuksek Potansiyel,61.18,81.03,74.34,71.6,61.51,77.19,47.26,72.37,54.39,43.31,69.19
kepez_sutculer,SÜTÇÜLER,Kepez,89.16543050681017,94.3,95.0,5.83,Yuksek Potansiyel,95.29,99.56,91.56,94.3,24.01,92.21,75.33,90.46,96.05,92.32,97.26
kepez_teomanpasa,TEOMANPAŞA,Kepez,93.92325536096534,72.26,95.0,1.08,Yuksek Potansiyel,22.15,99.78,94.3,91.01,65.79,96.6,81.03,94.96,83.22,99.56,92.98
kepez_ulus,ULUS,Kepez,89.98018536681931,20.83,87.06,-2.92,Risk Altinda,1.43,2.52,97.15,92.65,59.1,86.95,47.92,95.72,66.12,98.25,98.9
kepez_varsak_esentepe,VARSAK ESENTEPE,Kepez,45.422513157690304,84.65,52.35,6.93,Yuksek Potansiyel,93.86,93.75,79.82,83.88,2.74,81.36,75.55,85.64,94.08,63.38,90.02
kepez_varsak_karsiyaka,VARSAK KARŞIYAKA,Kepez,64.26053947328732,92.21,72.7,8.44,Yuksek Potansiyel,95.07,93.2,81.58,78.51,15.24,84.32,45.94,79.82,92.32,65.02,92.32
kepez_varsak_menderes,VARSAK MENDERES,Kepez,43.31605263114356,66.01,46.52,3.2,Orta Potansiyel,59.43,80.15,64.25,62.5,6.14,66.56,62.5,70.07,66.45,25.44,73.46
kepez_yavuz_selim,YAVUZ SELİM,Kepez,43.54811842086744,98.03,53.15,9.61,Yuksek Potansiyel,79.93,92.98,83.11,86.29,48.57,83.77,0.22,82.57,95.5,64.25,80.7
kepez_yeni,YENİ,Kepez,93.30128312922248,62.94,95.0,1.7,Orta Potansiyel,1.43,94.85,92.32,100.0,56.8,99.89,76.1,91.12,88.71,95.18,92.65
kepez_yeni_dogan,YENİ DOĞAN,Kepez,82.44123820451853,57.35,83.91,1.47,Orta Potansiyel,73.9,1.64,94.19,98.03,71.93,96.49,68.42,94.41,86.84,91.12,86.73
kepez_yeni_emek,YENİ EMEK,Kepez,91.14429859911304,79.06,95.0,3.86,Yuksek Potansiyel,50.0,84.87,90.68,94.63,61.07,92.87,61.07,91.45,93.2,96.49,91.78
kepez_yesiltepe,YEŞİLTEPE,Kepez,84.79500716473824,86.62,92.12,7.32,Yuksek Potansiyel,68.42,87.39,95.94,91.45,59.76,88.16,73.25,96.16,77.96,93.64,95.18
kepez_yesilyurt,YEŞİLYURT,Kepez,89.37737222718678,86.29,95.0,5.62,Yuksek Potansiyel,59.54,88.16,93.97,93.2,70.94,97.7,76.97,93.64,78.62,96.38,90.9
kepez_yukselis,YÜKSELİŞ,Kepez,85.51937462122419,57.13,86.94,1.43,Orta Potansiyel,1.43,76.64,96.05,98.36,58.33,94.63,56.47,97.92,84.65,98.57,96.05
kepez_zafer,ZAFER,Kepez,76.12738068859755,91.23,84.37,8.25,Yuksek Potansiyel,81.03,67.54,95.83,95.39,51.75,90.68,34.98,92.87,73.03,91.23,96.49
kepez_zeytinlik,ZEYTİNLİK,Kepez,50.01561842080308,76.54,55.32,5.31,Yuksek Potansiyel,98.68,86.84,77.19,77.85,0.88,74.45,87.17,81.69,94.19,78.18,92.0
kepez_camlibel,ÇAMLIBEL,Kepez,67.7270921048281,97.04,77.13,9.41,Yuksek Potansiyel,76.97,97.81,88.05,90.79,78.18,94.52,63.6,90.57,83.44,84.21,83.66
kepez_camlica,ÇAMLICA,Kepez,19.72831727198019,51.97,20.12,0.39,Orta Potansiyel,54.82,79.39,57.79,56.58,2.96,58.33,74.12,59.21,94.41,33.22,60.75
kepez_cankaya,ÇANKAYA,Kepez,65.43173684169564,98.68,75.17,9.74,Yuksek Potansiyel,82.02,98.68,80.26,82.68,73.9,82.68,40.79,79.39,77.19,60.09,77.41
kepez_ozgurluk,ÖZGÜRLÜK,Kepez,83.56147213696461,77.96,89.15,5.59,Yuksek Potansiyel,30.7,90.35,96.27,90.13,60.53,85.53,39.58,97.81,66.89,99.67,98.57
kepez_unsal,ÜNSAL,Kepez,58.82551315755534,61.95,61.22,2.39,Orta Potansiyel,86.4,3.07,78.95,74.67,77.52,78.73,67.11,82.35,60.64,52.96,74.67
kepez_safak,ŞAFAK,Kepez,93.0463849348011,48.46,92.89,-0.15,Orta Potansiyel,71.27,1.21,92.21,85.86,61.4,86.18,63.27,98.46,89.58,88.05,85.53
kepez_selale,ŞELALE,Kepez,68.47732894692683,87.17,75.91,7.43,Yuksek Potansiyel,92.11,95.07,82.46,84.32,16.56,84.43,77.41,83.66,96.93,63.27,88.93
konyaalti_akdamlar,AKDAMLAR,Konyaaltı,19.16105263149669,82.24,25.61,6.45,Yuksek Potansiyel,60.31,61.95,70.94,67.87,67.98,67.87,43.86,63.49,45.5,18.86,46.71
konyaalti_akkuyu,AKKUYU,Konyaaltı,58.38145005504383,58.22,60.03,1.64,Orta Potansiyel,74.67,2.19,86.18,89.91,83.22,85.64,89.04,82.79,68.09,57.46,76.43
konyaalti_altinkum,ALTINKUM,Konyaaltı,88.94746803761004,83.44,95.0,6.05,Yuksek Potansiyel,69.96,64.25,96.82,86.95,61.84,98.25,61.73,96.82,62.17,90.35,89.47
konyaalti_arapsuyu,ARAPSUYU,Konyaaltı,74.85161409567739,50.55,74.96,0.11,Orta Potansiyel,81.91,0.11,94.52,90.35,38.16,89.69,87.94,93.31,66.67,85.42,87.94
konyaalti_aydinlik,AYDINLIK,Konyaaltı,36.97249999966343,79.17,42.81,5.83,Yuksek Potansiyel,66.67,83.66,77.96,76.75,74.78,73.68,92.43,86.18,86.62,49.01,66.78
konyaalti_asagikaraman,AŞAĞIKARAMAN,Konyaaltı,32.85607857658799,65.68,35.99,3.14,Orta Potansiyel,63.6,49.23,60.42,59.65,58.11,67.0,61.18,68.42,55.92,26.43,50.0
konyaalti_bahtili,BAHTILI,Konyaaltı,35.95167105251199,80.92,42.14,6.18,Yuksek Potansiyel,63.38,81.47,75.11,75.22,65.9,61.73,90.13,79.71,50.0,41.01,54.28
konyaalti_demircilik,DEMİRCİLİK,Konyaaltı,19.73723684201217,79.61,25.66,5.92,Yuksek Potansiyel,75.55,74.78,73.46,78.07,49.34,78.4,67.21,76.43,98.25,40.02,65.13
konyaalti_doyran,DOYRAN,Konyaaltı,28.57501356478408,25.66,26.14,-2.43,Dusuk Potansiyel,44.08,12.61,32.89,27.96,32.46,36.95,23.46,40.46,32.46,25.66,30.81
konyaalti_doyran_dag,DOYRAN DAĞ,Konyaaltı,39.92512230073992,97.37,49.4,9.47,Yuksek Potansiyel,78.07,80.04,71.16,73.36,81.8,70.5,58.33,17.65,46.71,31.36,59.76
konyaalti_doyran_camlibel,DOYRAN ÇAMLIBEL,Konyaaltı,43.55604757061272,85.53,50.66,7.11,Yuksek Potansiyel,70.39,81.91,75.44,71.38,49.12,64.14,59.21,66.89,53.51,40.35,66.23
konyaalti_geyikbayiri,GEYİKBAYIRI,Konyaaltı,25.92145957672583,55.15,26.95,1.03,Orta Potansiyel,40.35,8.44,51.97,52.96,72.48,66.01,9.43,44.08,16.45,24.23,28.18
konyaalti_gokdere,GÖKDERE,Konyaaltı,4.93914473683669,64.25,7.79,2.85,Orta Potansiyel,38.49,49.78,58.11,49.12,89.25,58.55,48.36,66.56,45.29,8.22,16.78
konyaalti_gokcam,GÖKÇAM,Konyaaltı,16.527894736793357,74.34,21.4,4.87,Yuksek Potansiyel,61.51,56.91,57.57,63.27,55.7,61.51,54.06,17.65,45.83,16.56,51.1
konyaalti_gursu,GÜRSU,Konyaaltı,91.30857270442772,57.68,92.84,1.54,Orta Potansiyel,89.14,0.33,89.47,88.27,59.21,86.07,92.32,87.39,56.14,81.03,86.18
konyaalti_hacisekililer,HACISEKİLİLER,Konyaaltı,29.809007053658803,63.05,32.42,2.61,Orta Potansiyel,51.1,29.93,60.86,57.89,71.05,45.07,29.39,53.51,35.53,14.25,32.35
konyaalti_hurma,HURMA,Konyaaltı,92.64742158550364,93.86,95.0,2.35,Yuksek Potansiyel,96.27,70.5,85.42,86.84,72.81,85.86,85.09,82.89,58.33,71.71,84.21
konyaalti_karatepe,KARATEPE,Konyaaltı,29.18986842084709,90.9,37.37,8.18,Yuksek Potansiyel,84.21,73.36,72.04,75.33,68.64,71.6,87.72,17.65,55.15,36.51,66.56
konyaalti_kir,KIR,Konyaaltı,34.59539473654898,83.77,41.35,6.75,Yuksek Potansiyel,86.29,74.45,76.54,77.08,37.72,69.08,64.36,70.94,63.49,57.24,75.66
konyaalti_kurucay,KURUÇAY,Konyaaltı,14.8661842104896,81.14,21.09,6.23,Yuksek Potansiyel,77.74,83.22,79.71,78.62,44.3,79.93,99.45,79.93,80.26,48.25,66.01
konyaalti_kuskavagi,KUŞKAVAĞI,Konyaaltı,61.39448813449978,45.18,60.91,-0.48,Orta Potansiyel,66.01,0.88,92.76,87.28,53.07,86.4,85.64,92.0,70.5,73.46,83.55
konyaalti_molla_yusuf,MOLLA YUSUF,Konyaaltı,69.17653145675577,93.31,77.84,8.66,Yuksek Potansiyel,96.6,76.43,84.65,85.31,75.99,79.5,93.86,77.85,67.54,74.45,79.93
konyaalti_pinarbasi,PINARBAŞI,Konyaaltı,92.91568854128712,95.29,95.0,2.08,Yuksek Potansiyel,95.83,77.41,86.95,89.14,67.54,86.73,81.47,85.31,65.13,75.55,81.91
konyaalti_sarisu,SARISU,Konyaaltı,50.31629415000827,69.52,54.22,3.9,Orta Potansiyel,83.88,26.54,78.62,75.99,74.12,77.96,74.56,78.29,59.32,54.28,72.59
konyaalti_suicecek,SUİÇECEK,Konyaaltı,25.72447368403941,39.04,24.63,-1.1,Dusuk Potansiyel,58.77,4.5,66.45,65.9,56.58,59.87,57.13,69.3,64.25,50.88,50.11
konyaalti_siteler,SİTELER,Konyaaltı,93.5479853160633,70.29,95.0,1.45,Yuksek Potansiyel,94.74,0.44,91.12,98.25,76.64,97.37,71.05,87.61,65.57,82.89,87.72
konyaalti_toros,TOROS,Konyaaltı,84.40545384188746,64.47,87.3,2.89,Orta Potansiyel,91.45,3.62,93.42,96.38,65.68,93.2,82.02,92.32,71.16,87.06,89.91
konyaalti_uluc,ULUÇ,Konyaaltı,64.63334713006871,59.43,66.52,1.89,Orta Potansiyel,84.1,0.55,88.93,92.54,73.68,90.02,91.34,89.58,61.73,80.26,85.64
konyaalti_uncali,UNCALI,Konyaaltı,91.62693232143344,62.83,94.19,2.57,Orta Potansiyel,99.45,1.32,89.04,88.71,68.97,87.83,95.94,86.29,67.43,84.98,87.83
konyaalti_yarbascandir,YARBAŞÇANDIR,Konyaaltı,18.64365165487293,35.96,17.24,-1.4,Dusuk Potansiyel,25.11,24.23,42.87,43.09,81.58,0.0,15.68,17.65,39.69,10.31,19.85
konyaalti_yeni,YENİ,Konyaaltı,23.737105262999165,87.61,31.26,7.52,Yuksek Potansiyel,94.19,73.79,72.48,75.0,49.01,82.57,71.49,76.75,72.48,45.61,72.37
konyaalti_zumrut,ZÜMRÜT,Konyaaltı,22.289526315747853,63.93,25.07,2.79,Orta Potansiyel,57.57,65.35,66.23,65.46,47.7,63.49,95.61,69.19,50.33,40.24,47.04
konyaalti_cakirlar,ÇAKIRLAR,Konyaaltı,33.7479999999,67.21,37.19,3.44,Orta Potansiyel,58.22,58.99,68.86,66.34,71.16,65.9,67.98,69.41,68.42,61.73,51.43
konyaalti_caglarca,ÇAĞLARCA,Konyaaltı,26.823295351728817,54.17,27.66,0.83,Orta Potansiyel,36.29,7.79,53.51,64.69,58.77,64.8,3.73,47.26,18.42,20.94,26.64
konyaalti_citdibi,ÇİTDİBİ,Konyaaltı,2.185951347436241,24.23,0.0,-2.19,Risk Altinda,6.03,25.55,28.07,11.29,92.32,21.82,5.59,17.65,25.0,33.88,4.17
konyaalti_ogretmenevleri,ÖĞRETMENEVLERİ,Konyaaltı,82.94080775751763,94.85,91.91,8.97,Yuksek Potansiyel,82.24,77.19,94.08,91.89,68.75,87.72,67.87,90.9,57.89,78.95,87.28
konyaalti_ucoluk,ÜÇOLUK,Konyaaltı,18.432107976088773,45.83,18.02,-0.42,Orta Potansiyel,16.23,19.96,33.11,56.69,89.14,42.98,14.14,17.65,25.88,13.93,13.05
korkuteli_akyar,AKYAR,Korkuteli,28.716042683973512,14.36,25.15,-3.56,Risk Altinda,41.45,40.46,38.82,35.86,15.13,21.27,52.52,44.41,81.14,81.91,43.09
korkuteli_alaaddin,ALAADDİN,Korkuteli,27.270921052573044,63.49,29.97,2.7,Orta Potansiyel,40.9,68.75,54.61,52.63,70.5,61.84,58.22,17.65,55.7,73.14,47.37
korkuteli_asagipazar,AŞAĞIPAZAR,Korkuteli,46.33933498888037,84.87,53.31,6.97,Yuksek Potansiyel,71.93,85.96,68.97,69.63,22.15,74.89,48.03,69.08,38.49,49.45,77.85
korkuteli_bahceyaka,BAHÇEYAKA,Korkuteli,15.219999095646294,14.14,11.63,-3.59,Risk Altinda,41.01,17.98,24.78,41.34,28.4,32.02,56.03,17.65,46.38,77.41,40.46
korkuteli_bayat,BAYAT,Korkuteli,18.9257098932518,19.96,15.92,-3.0,Risk Altinda,55.48,58.44,31.91,34.87,3.07,44.08,73.46,48.46,97.37,83.88,50.22
korkuteli_bayatbademleri,BAYATBADEMLERİ,Korkuteli,23.577794356979645,40.79,22.66,-0.92,Dusuk Potansiyel,34.87,53.95,33.66,38.6,40.35,21.71,32.79,37.5,43.2,20.18,27.41
korkuteli_begis,BEĞİŞ,Korkuteli,2.326980466625676,12.72,0.0,-2.33,Risk Altinda,4.93,39.8,22.26,28.29,92.11,25.55,54.17,17.65,77.85,72.48,4.82
korkuteli_bozova,BOZOVA,Korkuteli,30.5030068727933,30.15,28.52,-1.98,Dusuk Potansiyel,37.61,58.0,46.27,49.34,25.77,42.43,55.81,43.31,95.83,78.73,44.85
korkuteli_buyukkoy,BÜYÜKKÖY,Korkuteli,28.975831976792705,13.38,25.31,-3.66,Risk Altinda,36.62,54.61,24.12,26.43,39.25,26.75,55.15,39.69,99.67,87.72,46.38
korkuteli_derekoy,DEREKÖY,Korkuteli,25.659816422448813,6.69,21.33,-4.33,Risk Altinda,20.61,29.5,19.52,7.13,52.74,3.29,33.55,38.6,37.28,45.94,29.71
korkuteli_duraliler,DURALİLER,Korkuteli,2.9152197504009325,1.54,0.0,-2.92,Risk Altinda,12.72,16.78,3.78,4.71,87.83,9.65,35.86,17.65,80.15,54.39,8.99
korkuteli_esenyurt,ESENYURT,Korkuteli,20.57908301677915,9.65,16.54,-4.04,Risk Altinda,32.24,13.27,11.4,6.03,69.96,43.97,46.27,17.65,49.45,36.84,34.87
korkuteli_garipce,GARİPCE,Korkuteli,16.329670826517756,1.21,11.45,-4.88,Risk Altinda,28.51,37.17,12.61,6.36,28.62,25.0,66.67,50.77,81.47,69.41,35.75
korkuteli_gocerler,GÖÇERLER,Korkuteli,7.712063664299553,0.66,2.78,-4.93,Risk Altinda,37.17,5.59,24.67,1.54,14.58,7.35,25.66,17.65,81.03,82.35,33.88
